,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
53013,VO-p1uczeMbzH8bEAv-RgA,"""Rosita's Fine Mexican Food""","""960 W University Dr""",Tempe,AZ,85281,33.4229035,-111.95176070000001,3.0,156,1,Mexican;Restaurants
53017,LVkILnI-bXtlCJggb3hfkg,"""Marisa's Mexican Seafood Cocina""","""4211 W Bethany Home""",Phoenix,AZ,85019,33.523900277399996,-112.149244845,4.0,51,1,Seafood;Restaurants;Mexican
53029,d47eKkCx3y3N2Eqtzmuc8A,"""Fast Eddie's Diner""","""3422 W Glendale Ave""",Phoenix,AZ,85051,33.5388426,-112.1326376,3.5,62,0,Restaurants;Burgers;American (Traditional);Diners
53052,WSmOu-JNHfVxvisIWAvL9Q,"""Binkley's Restaurant""","""6920 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8303689,-111.9316131,4.0,248,0,American (New);Diners;Restaurants
53067,fSFzgt_QzJRUN0qNzTAwig,"""The Roosevelt""","""816 N 3rd St""",Phoenix,AZ,85004,33.4571599,-112.06997790000001,4.0,211,0,Bars;American (New);Nightlife;Restaurants
53072,ltQ-ilKwrlBtub7b_7gKww,"""Rinaldi's Italian Deli""","""21705 N 19th Ave, Ste 112""",Phoenix,AZ,85027,33.6827209,-112.09926340000001,3.0,74,1,Restaurants;Italian;Delis
53091,wUKzaS1MHg94RGM6z8u9mw,"""Olive & Ivy""","""7135 E Camelback Rd, Ste 195""",Scottsdale,AZ,85251,33.500191,-111.928395,4.0,1495,1,Mediterranean;Restaurants;American (Traditional);Venues & Event Spaces;American (New);Event Planning & Services;Breakfast & Brunch
53095,lGQBELdN69JyjF8-3_mE4w,"""Turquoise Bar @ The Andaz""","""6114 North Scottsdale Rd""",Scottsdale,AZ,85253,33.527082799999995,-111.92860900000001,5.0,3,1,Restaurants;Active Life;Hotels & Travel;Resorts;Food;Cocktail Bars;Ice Cream & Frozen Yogurt;Bars;Breakfast & Brunch;Nightlife;Swimming Pools
53170,SiKr66AlgQWPqebYm5LfcQ,"""H&H City Pizza""","""4040 S Arizona Ave, Ste 17""",Chandler,AZ,85248,33.2464267,-111.8428351,4.0,43,0,Chicken Wings;Pizza;Food;Restaurants
53177,fJCsDc353UC6eUn-kCBrGw,"""P.F. Chang's""","""16170 N 83rd Ave""",Peoria,AZ,85382,33.6345583,-112.2349871,3.5,151,1,Asian Fusion;Gluten-Free;Restaurants;Chinese
53188,cbm9sq6Wis6T_WmbiFy8Ag,"""Qdoba Mexican Grill""","""742 E Glendale Ave""",Phoenix,AZ,85020,33.538759999999996,-112.063942,3.0,33,0,Mexican;Restaurants
53211,r6apfvgfl9lCFEjpnXnnxg,"""zpizza""","""111 W Monroe St, Ste 130""",Phoenix,AZ,85003,33.4500119,-112.0756189,3.5,136,0,Pizza;Vegan;Gluten-Free;Restaurants
53215,WUmosjOxt_8nWByHgm8Kkg,"""Chipotle Mexican Grill""","""890 N 54th St""",Chandler,AZ,85226,33.317403999999996,-111.968902,3.5,82,1,Fast Food;Restaurants;Tex-Mex;Mexican
53217,IdqH_T38zeXG5IUI_ak6XQ,"""Sandella's Flatbread Cafe""","""6050 W Chandler Blvd, Unit 4""",Chandler,AZ,85226,33.3058373,-111.94628629999998,4.0,67,0,Sandwiches;Restaurants
53219,-ubMwuskT2uS0GPSZpxaxA,"""Fleming's Prime Steakhouse - Peoria""","""9712 W Northern Ave""",Peoria,AZ,85345,33.552106,-112.2685452,4.0,268,1,Restaurants;Nightlife;Wine Bars;Seafood;Bars;Steakhouses
53242,0gXYLVPNWz0WT8wXQVpS0g,"""The Herb Box""","""7134 E Stetson Dr, Ste 200, Old Town Scottsdale""",Scottsdale,AZ,85251,33.499449199999994,-111.9278649,4.0,693,1,Sandwiches;American (New);Restaurants
53284,BNzcfz3jmBo_1wUB5YIsXg,"""Filiberto's Mexican Food""","""2010 E. Thunderbird Rd""",Phoenix,AZ,85022,33.597306599999996,-112.03878770000001,3.0,23,1,Mexican;Restaurants
53286,TiJlijLiUiFUYdo1KRyi1Q,"""GUS's New York Pizza""","""6020 N 59th Ave""",Glendale,AZ,85301,33.524509316199996,-112.186875567,2.5,3,1,Pizza;Restaurants
53325,HEmSK3apoP4xwVs0YkpNLQ,"""Whataburger""","""450 W Indian School Rd""",Phoenix,AZ,85013,33.4950855231,-112.07994863399999,2.5,49,1,Burgers;Restaurants;American (Traditional);Fast Food
53326,Z5CB1ohc5cWdPnWFCBCOHA,"""McDonald's""","""750 W Camelback Rd""",Phoenix,AZ,85013,33.5097809,-112.084802,2.5,19,1,Burgers;Fast Food;Restaurants
53333,-X9QS8l7u5R3CswmfZtn-Q,"""Valley Vietnamese food""","""4568 E Cactus Rd""",Phoenix,AZ,85032,33.601554,-111.9837624,4.5,43,0,Restaurants;Vietnamese
53341,X6YpIqhaP_qoSZJRBcivGw,"""Garcia's Las Avenidas""","""2212 N 35th Ave""",Phoenix,AZ,85009,33.4716577,-112.1348584,3.5,175,1,Salad;Restaurants;Mexican
53356,WBxR9IC6E9-4szNzq7_Y3Q,"""Lemongrass Thai Cafe""","""818 W Broadway Rd""",Tempe,AZ,85282,33.4078244,-111.9507664,3.5,102,1,Restaurants;Thai
53380,qbZ0Hjp-lUMtkGS_R1UnpQ,"""Burger King""","""3164 E McDowell Rd""",Phoenix,AZ,85008,33.466085,-112.01324299999999,2.5,8,1,Burgers;Fast Food;Restaurants;Hot Dogs
53381,IZFODW0fifph9urOnl6pGQ,"""King Coffee Roastery""","""3230 E Union Hills Dr, Ste B135""",Phoenix,AZ,85050,33.655624269200004,-112.01182723,5.0,5,1,Coffee & Tea;Cafes;Restaurants;Food;Coffee Roasteries
53400,B9rn4K_nDnNiIUF-6_0-qA,"""Zak's Chocolate""","""6990 E Shea Blvd, Ste 116""",Scottsdale,AZ,85254,33.5830305,-111.930903,5.0,30,1,Flowers & Gifts;Food;Cafes;Shopping;Chocolatiers & Shops;Gift Shops;Restaurants;Organic Stores;Specialty Food;Candy Stores;Desserts
53401,vk-H15Ags7RQo0HiohTUfw,"""Barro's Pizza""","""6663 E McDowell Rd""",Mesa,AZ,85215,33.4658394699,-111.68635021899999,3.0,40,1,Restaurants;Sandwiches;Pizza;Food;Italian
53402,ANSvcfBF84sXHLEEoaBypg,"""Blaze Fast Fire'd Pizza""","""10155 W McDowell Rd, Ste 103""",Avondale,AZ,85392,33.464217,-112.279351,4.5,48,1,Pizza;Gluten-Free;Restaurants;Salad
53416,PyRss2YxGHbRW7AuGuijGw,"""Cousins Subs""","""710 E Union Hls Dr, Ste 18A""",Phoenix,AZ,85024,33.6560729,-112.0641072,2.0,4,0,Sandwiches;Restaurants
53451,e-gVqGEtnjEkunvQ5J3uyA,"""Angie & Jimmie's Italian Pizza""","""3446 W Camelback Rd""",Phoenix,AZ,85017,33.5109932042,-112.13280118,4.0,88,1,Salad;Restaurants;Pizza;Italian
53476,uBZjhmmqzIwxdTeIKopCEg,"""Yu's Cafe""","""1920 W Thunderbird Rd""",Phoenix,AZ,85023,33.6115645,-112.1008455,3.5,15,0,Restaurants;Chinese
53483,ZARxy5Orzk9Ocay0IkU_-Q,"""Carl's Jr""","""1210 N Scottsdale Rd""",Tempe,AZ,85281,33.442288275900005,-111.926957895,2.0,11,1,American (Traditional);Restaurants;Burgers
53489,VTq6g0XGokIS9TPLwHO-hg,"""KFC / A&W""","""13006 W Indian School Rd""",Avondale,AZ,85323,33.4938751,-112.3396159,1.0,4,1,Fast Food;Restaurants
53519,5CeizAHfOQJOI6sSh0kJmw,"""Best of Italy - Pizza & Subs""","""7111 E 5th Ave""",Scottsdale,AZ,85251,33.4980414,-111.9280435,2.5,57,1,Italian;Pizza;Restaurants
53557,DU2btqXJkYR1_V3ix_bb2g,"""Pizza Patron""","""8243 W Indian School Rd""",Phoenix,AZ,85033,33.4939412,-112.23695459999999,3.5,6,1,Pizza;Restaurants
53568,7lEqJZLFLQkjLR7NqI-fSQ,"""Malee's Thai Bistro""","""21001 N Tatum Boulevard, Suite 1630""",Phoenix,AZ,85050,33.676431,-111.9761895,3.5,14,0,Restaurants;Thai;Sushi Bars
53594,-ZBfr1BHvArFp1d6XH8jOQ,"""Rocket Burger & Subs""","""12038 N 35th Ave""",Phoenix,AZ,85029,33.5958365,-112.13459099999999,4.5,680,1,Hot Dogs;Burgers;Sandwiches;Salad;Restaurants
53601,JUWeWe5W2LuY_cp2mHRTIQ,"""Wingstop""","""937 N Dobson Rd""",Mesa,AZ,85201,33.433840895,-111.868414879,2.5,35,1,American (Traditional);Chicken Wings;Restaurants
53602,iBCMaNm_hv9IlCDa7AWPig,"""Mango's Mexican Cafe""","""44 W Main St""",Mesa,AZ,85201,33.415444300000004,-111.83314479999999,4.0,217,1,Mexican;Restaurants
53618,jz4lgoy76EUsLvhcFYgHAw,"""Temple Bar Sports Grill""","""17050 N Thompson Peak Pkwy""",Scottsdale,AZ,85255,33.6416694996,-111.86202049299999,3.5,120,1,Irish;Restaurants;Sports Bars;Bars;Nightlife
53632,z42ByZ6dXpW7hkNfJw2HFQ,"""North Star Lounge & Restaurant""","""3329 E Bell Rd""",Phoenix,AZ,85032,33.639900899999994,-112.0100999,2.5,3,0,Sports Bars;Restaurants;Nightlife;American (Traditional);Bars
53675,kErggULKj-5-VvwAVGvcWw,"""Portofino Beach Bar & Grill""","""6718 W Deer Valley Rd""",Glendale,AZ,85310,33.682848,-112.20355900000001,3.0,4,0,Italian;American (New);Restaurants
53688,aF5-dQk2Xyto_5j2oBwbLg,"""Diamonds Sports Grille""","""161 N Centennial Way""",Mesa,AZ,85201,33.4190776,-111.8285207,3.0,52,1,Salad;Sports Bars;Restaurants;American (Traditional);Nightlife;Bars
53691,YneCHzeW6wM3lsq-nb6VyQ,"""Mius Bistro""","""2711 South Alma School Rd""",Mesa,AZ,85210,33.3658757,-111.85810420000001,3.5,3,0,Restaurants;Chinese
53705,goi1r30_CjH9TymbMs9OwQ,"""The Toasted Cork""","""4301 N Civic Center Plz""",Scottsdale,AZ,85251,33.499171999999994,-111.92113400000001,4.0,100,0,Tapas/Small Plates;Beer Gardens;Cocktail Bars;Restaurants;Event Planning & Services;Wine Bars;Venues & Event Spaces;Nightlife;Bars
53708,WfgupKdYx1h0mKBmOmNQ3g,"""Taste of China""","""110 S Val Vista Dr, Ste B4""",Gilbert,AZ,85296,33.347759,-111.756927,3.0,99,1,Chinese;Restaurants
53729,gk0prd8bt367zahhk2T38w,"""Pig-n-Whistle""","""4250 W Anthem Way""",Phoenix,AZ,85086,33.8740033,-112.15016200000001,2.0,13,0,Restaurants;Barbeque
53741,EYB3LarwcnLKeXqbWVPvRA,"""Boston Market""","""15784 N Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.6291818,-111.88902320000001,3.0,26,1,Event Planning & Services;American (Traditional);Caterers;Comfort Food;Restaurants
53766,DsZD9KbYGo6CMTwF0PygUw,"""Burger King""","""11445 W Buckeye Rd""",Avondale,AZ,85323,33.4350033,-112.3057264,2.0,8,1,Burgers;Restaurants;Fast Food
53779,4KKmloORuH47OySm9Fq6ug,"""Ritos Burritos""","""7416 N 51st Ave""",Glendale,AZ,85301,33.5453495,-112.1690817,3.5,55,1,Mexican;Restaurants
53786,zoOxUVpuoar5_9KU61CLFw,"""Subway""","""742 E Glendale Ave, Ste 21-112""",Phoenix,AZ,85020,33.538929700000004,-112.0638277,2.5,5,1,Restaurants;Sandwiches;Fast Food
53806,CV5AxpIjYl49HCdC3KkGyg,"""Burger King""","""2640 W Bethany Home Rd""",Phoenix,AZ,85017,33.524419699999996,-112.1160951,3.0,7,1,Restaurants;Burgers;Fast Food
53809,atNpoWy_XrhT9EUIEP6azg,"""Metro Brasserie & Bar""","""7114 E Stetson Dr, Ste 105""",Scottsdale,AZ,85251,33.498915000000004,-111.92825800000001,3.5,76,0,French;Restaurants
53828,96Vw0PWQGP0WWrtcn8OPMw,"""Aladdin Mediterranean Deli & Cafe""","""15689 N Hayden Rd, Ste C3""",Scottsdale,AZ,85260,33.6286467735,-111.892045796,4.0,19,0,Restaurants;Turkish;Greek;Mediterranean
53851,yzgiakgxJnZKa7gn6bo7dw,"""Kyoto Bowl""","""3101 S Mill Ave""",Tempe,AZ,85282,33.396253,-111.93962520000001,2.5,37,1,Restaurants;Japanese
53861,-fbn41vLse9LoEj72x_BTA,"""Charleys Philly Steaks""","""4976 Premium Outlets Way""",Chandler,AZ,85226,33.2874241986,-111.973624864,2.5,8,1,Restaurants;Fast Food;Cheesesteaks
53873,1BOxJB1iPx32lYPS0wBS5g,"""Dairy Queen""","""5930 W Greenway Rd, Ste 28""",Glendale,AZ,85306,33.6261448,-112.1868521,3.0,22,1,Restaurants;Fast Food;Food;Ice Cream & Frozen Yogurt
53878,gxRHcGs9usejqTGrM5_AiQ,"""Bakie Bites Bakery""","""3029 N Alma School Rd, Ste 127""",Chandler,AZ,85224,33.351714844499995,-111.858513504,4.5,12,0,Food;Bakeries;Restaurants;American (Traditional);Desserts
53909,nywpcGzjPiNkMBxOpunTPQ,"""Papa's Gyros""","""4935 W Glendale Ave, Ste 4""",Glendale,AZ,85301,33.5378837,-112.16607759999998,4.0,44,1,Greek;Food;Restaurants
53924,RnWZegos0nAjpPV00PPxBw,"""Pizza Hut""","""10685 W Indian School Rd, Ste J""",Avondale,AZ,85392,33.4923751,-112.28937169999999,3.0,4,1,Restaurants;Chicken Wings;Italian;Pizza
53984,i2DcZyW9vmocjpuPNcyOgA,"""Bronco Billy's Pizza""","""14010 N Litchfield Rd""",Surprise,AZ,85379,33.611282700000004,-112.35922859999998,3.5,11,0,Pizza;Restaurants
54007,8eHdaUEB4bqYM-YsarAlvA,"""Presto""","""5127 W Indian School Rd, Ste 167A""",Phoenix,AZ,85031,33.493736,-112.16998999999998,4.0,15,1,Chicken Wings;Restaurants;Pizza;Burgers
54020,75vRgse6O3P4GL_vi3Xr9Q,"""Taqueria Los Yaquis""","""727 W Camelback Rd""",Phoenix,AZ,85013,33.5089602511,-112.08341439700001,4.5,204,1,Food Stands;Mexican;Fast Food;Restaurants
54067,rmD9BPsucgR4q3WiygrjEA,"""Sr Ozzy's Tacos Y Mariscos""","""1717 W Southern Ave, Ste 100""",Phoenix,AZ,85041,33.3917798242,-112.095735408,4.5,36,1,Restaurants;Seafood;Hot Dogs;Food;Food Trucks;Mexican
54087,a8sW8A49tyY0bzvN0b6bgw,"""Earl's""","""15784 N Pima Rd""",Scottsdale,AZ,85260,33.647118799999994,-111.8927801,3.5,37,0,Restaurants;Nightlife;Italian;Bars;American (Traditional)
54111,IzOl0LYRUy_z9IZzA4bB-Q,"""Arby's""","""3535 E Baseline Rd""",Gilbert,AZ,85234,33.378707500000004,-111.755155,3.5,11,1,Restaurants;Fast Food;Sandwiches
54116,KNm74uAtWpemDnlBLkiU-Q,"""Café Conmigo""","""4343 North Scottsdale Rd""",Scottsdale,AZ,85251,33.4999272,-111.9256855,4.0,20,0,Restaurants;Breakfast & Brunch;Coffee & Tea;Bagels;Food;Desserts;Sandwiches
54153,JwXNyXdJmk_YnXokLhpI8w,"""Ono Hawaiian BBQ""","""2415 E Baseline Rd, Ste 121""",Phoenix,AZ,85042,33.376977000000004,-112.029821,3.0,87,1,Restaurants;Hawaiian;Barbeque
54157,Flb_4M6b0sFBWuyowetoag,"""O'Neill's Place""","""2855 N Power Rd""",Mesa,AZ,85215,33.4689358188,-111.68295621899999,3.5,19,0,Barbeque;Restaurants;American (Traditional)
54168,YjAo1DBb0YuPE_RWmhNyrA,"""The Greene House""","""15024 N Scottsdale Rd, Ste 100""",Scottsdale,AZ,85254,33.624129609499995,-111.929156312,4.0,395,1,Salad;Restaurants;American (New);Vegetarian
54178,lap6PTY8pyckPSMgvCuIbA,"""Tacos & Tequilas""","""19401 N Cave Creek Rd, Ste 15""",Phoenix,AZ,85024,33.6635297262,-112.029755295,3.5,78,1,Mexican;Restaurants;Bars;Nightlife;Sports Bars
54182,27OH0hv4jhwKDk-hKgqw_A,"""Tortas Y Raspados La Cascada""","""210 N Avondale Blvd, Ste 102""",Avondale,AZ,85323,33.448299,-112.30820700000001,4.5,35,1,Desserts;Sandwiches;Ice Cream & Frozen Yogurt;Restaurants;Food;Mexican;Shaved Ice
54197,0-CXwwVL-u0tc0FOuSExWQ,"""Press Coffee Food & Wine""","""Terminal 4 Gate B9""",Phoenix,AZ,85034,33.4376595923,-111.99663161299999,4.0,121,0,Cafes;Restaurants
54212,Zp9RMGJKVc9Qkhj4QqyROw,"""JJ's Gyros""","""1855 W Deer Valley Rd, Ste 101""",Phoenix,AZ,85027,33.68318060000001,-112.0986832,4.5,71,1,Greek;Restaurants;Mediterranean
54219,nXQWBN0ojBqg_HXh0J2AFA,"""Cardinal Pizza""","""9226 N 7th St""",Phoenix,AZ,85020,33.570699,-112.0656091,3.5,5,0,Restaurants;Pizza
54224,lQAGjzAA_D5d3i93xndl9w,"""Mariscos Mi Lindo Mazatlan""","""3416 W Thomas Rd""",Phoenix,AZ,85017,33.480835,-112.13331699999999,2.5,14,1,Mexican;Restaurants
54239,5YKRcvDRdXQBkuL54B_-MQ,"""Firecreek Coffee""","""6501 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8320999,-111.94094199999999,4.5,16,0,Restaurants;Food;Breakfast & Brunch;Coffee & Tea
54243,i0YtT1DXt3hbZUCw6z0Pjw,"""Dickey's Barbecue Pit""","""1005 S Arizona Ave, Ste 13""",Chandler,AZ,85286,33.291078962600004,-111.840928942,3.5,43,1,Barbeque;Restaurants
54279,R6cWq0FkVfV_Ee-YttlPyA,"""Los Taquitos""","""4202 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4338945547,-111.99640847100001,2.0,119,1,Restaurants;Mexican
54292,Quayv4ZFz7z9xKQHnXbQQg,"""Cuttlefish""","""8777 N Scottsdale Rd, Ste 308""",Scottsdale,AZ,85253,33.564852,-111.92557240000002,4.0,142,0,Italian;Restaurants;Fish & Chips;Seafood;Food
54298,pHd7QUYFmIt4E4irprwbuw,"""MAD Greens - Phoenix""","""1515 N 7th Ave, Ste 100""",Phoenix,AZ,85007,33.4653221791,-112.082346988,3.5,100,1,Food;Salad;Vegetarian;Restaurants;Juice Bars & Smoothies;Sandwiches;Wraps
54326,8IblwilNlenDVwBbEzQEVg,"""Canton Dragon""","""7307 W Indian School Rd""",Phoenix,AZ,85033,33.4942311,-112.21669750000001,4.0,50,1,Restaurants;Chinese
54383,hmUkDAjKxB1et3hVjhw9jg,"""Brad's Fish & Chips""","""2345 W Bethany Home Rd""",Phoenix,AZ,85015,33.5238438,-112.11028219999999,3.5,18,0,Fish & Chips;Restaurants;Seafood
54427,80H8EnyShhq6_ZENH7aV3A,"""Thai Chili""","""3641 E Baseline Rd, Ste Q102""",Gilbert,AZ,85234,33.3776857,-111.7528824,4.0,426,1,Thai;Restaurants
54434,bSbo_LTI2HR9wXyosRCIvQ,"""Ladybug Cafe""","""1295 W Washington St, Ste 102""",Tempe,AZ,85281,33.444213,-111.95938799999999,4.0,27,1,Sandwiches;Restaurants
54436,XbHi0EQ7hckNV2K_6jutrA,"""Paradise Bakery & Cafe""","""4550 E Cactus Rd""",Phoenix,AZ,85032,33.6021872,-111.9836094,3.0,14,1,Restaurants;Salad;Soup;Sandwiches
54442,IcRU77wfLWD2ecbwjMzMGg,"""Great Wall Buffet""","""5905 W Bell Rd""",Glendale,AZ,85308,33.637417,-112.18753899999999,2.5,6,0,Restaurants;Buffets;Chinese
54481,NHHzlDZOn5wCw0G-bwAJIg,"""Taste Of Grace""","""16913 E Enterprise Dr""",Fountain Hills,AZ,85268,33.5960260151,-111.71471339200001,4.5,15,0,Food;Coffee & Tea;Restaurants;Delis
54498,lFaRO6kiCxa9VbYOuhMU9w,"""Starbucks""","""830 W Warner Rd, Ste 100""",Gilbert,AZ,85233,33.3360173,-111.8076176,3.0,26,1,Coffee & Tea;Salad;Food;Restaurants;Sandwiches
54512,o4MJ4x8bm3_--37lSkwA8A,"""Teabo""","""319 N Litchfield Rd, Ste 104A""",Goodyear,AZ,85338,33.4504060051,-112.35658060799999,4.5,80,1,Coffee & Tea;Juice Bars & Smoothies;Food;Restaurants;Shaved Ice;Sandwiches
54534,s-26LoWzHdmX2woBEKuQvA,"""Monroes Bar And Grill""","""13014 N Saguaro Blvd""",Fountain Hills,AZ,85268,33.604858,-111.71507450000001,2.5,14,0,Salad;American (Traditional);Restaurants
54571,cNKz8nAMpOGl-i0hH-h1JA,"""Panda Express""","""9524 W Camelback Rd Space 180, Ste 130""",Glendale,AZ,85308,33.5089357,-112.26465590000001,2.5,16,1,Restaurants;Fast Food;Chinese
54596,ZOj56SAgGoFs6ymO-n672g,"""Lenny's Burger Shop""","""10635 N 59th Ave""",Glendale,AZ,85302,33.58320429999999,-112.1857165,3.5,111,1,Restaurants;Burgers
54615,WgGNZa75htj-syT4DFlQJg,"""Whipples Fun Center""","""1510 E Bell Rd, Ste 300""",Phoenix,AZ,85022,33.641537,-112.04951299999999,4.0,42,1,Climbing;Cafes;Laser Tag;Arts & Entertainment;Arcades;Restaurants;Active Life
54656,E6CKPADfLBk5Lg6ABxLFMw,"""Organic Shores""","""4030 E Bell Rd, Ste 112""",Phoenix,AZ,85032,33.6417709361,-111.99429121799999,4.5,21,0,Live/Raw Food;Vegan;Restaurants;Vegetarian
54671,PbTh7aX0_yyaXFOXAlhI4A,"""The Turf Public House""","""705 N 1st St""",Phoenix,AZ,85004,33.4558709,-112.07228319999999,3.5,176,0,Restaurants;Bars;Irish;Pubs;American (New);Nightlife
54676,bQ2uuNkOxgUQRM7Y7RJDXQ,"""Isabel's Amor""","""1490 E Williams Field Rd, Ste 101""",Gilbert,AZ,85295,33.3074771489,-111.757674956,4.0,279,1,Mexican;Restaurants
54687,q7T-qCW0WLemnnLt88OuWQ,"""Bombay Palace""","""1849 N Scottsdale Rd""",Tempe,AZ,85281,33.4497941,-111.92643249999999,4.0,7,0,Restaurants;Indian
54689,Cl5PHhHfOzimUTCWjC5yNA,"""Hungry Howie's Pizza""","""1045 Lemon St, Ste B""",Tempe,AZ,85281,33.416182504,-111.922219253,2.5,124,1,Pizza;Food;Restaurants;Food Delivery Services
54690,ufA5ebLmVAqCuhMrApaONg,"""Munch A Mania""","""2090 E University Dr""",Tempe,AZ,85281,33.4226409,-111.8962585,4.5,101,1,Sandwiches;Breakfast & Brunch;Restaurants
54691,xJ8KByAD9p-laEmW1to_vQ,"""Toby Keiths I Love This Bar & Grill""","""5310 E High St, Bldg A3, Ste 115""",Phoenix,AZ,85054,33.676542299999994,-111.96636200000002,2.0,53,0,American (Traditional);Bars;Restaurants;Nightlife
54718,C0KQ0fyGfDvKhw1FBgh1fg,"""Barfly""","""3800 E Sky Harbor Blvd, Terminal 4""",Phoenix,AZ,85034,33.4356207,-112.00954569999999,4.0,49,0,Breakfast & Brunch;American (Traditional);Restaurants;Nightlife;Bars
54735,ZqmUmrXkwihgPFjMCYh_Mg,"""Paradise Biryani Pointe""","""4050 W Ray Rd, Ste C-14""",Chandler,AZ,85226,33.321601799999996,-111.91288759999999,3.5,35,1,Restaurants;Indian
54753,RckeGBEPQpGv00ivf6tcgw,"""Cozy Corner Cafe""","""5901 E McKellips Rd, Ste 102""",Mesa,AZ,85215,33.4502929,-111.70413490000001,4.0,151,1,Cafes;Restaurants;Breakfast & Brunch
54790,XTYEhwaaO_YjXcOGL_uBIQ,"""Masa Sushi & Izakaya""","""941 W Elliot Rd, Ste 13""",Chandler,AZ,85225,33.3491302409,-111.857029627,4.0,105,1,Restaurants;Sushi Bars;Japanese;Izakaya
54822,t1XAck4oVs41zQ1gtgRGAw,"""Zoes Kitchen""","""14601 N Scottsdale""",Scottsdale,AZ,85254,33.6183545163,-111.925244155,3.5,99,1,Salad;Greek;Restaurants;Mediterranean;Steakhouses;Lebanese;Middle Eastern
54841,tc0BL1PsdlIL-KHhfIqzbQ,"""Subway""","""3210 W Bell Rd, Ste 100""",Phoenix,AZ,85053,33.6401404,-112.12880049999998,3.0,13,1,Restaurants;Fast Food;Sandwiches
54850,Jw3iaQalS9-1aeXkKh_plA,"""Squid Ink""","""9947 W Happy Valley Pkwy, Ste 109""",Peoria,AZ,85383,33.710640500000004,-112.2734285,3.5,258,1,Sushi Bars;Restaurants
54857,hE_U-gUwu-3-7CVKXU9vAQ,"""Wendy's""","""2755 W Southern Ave""",Tempe,AZ,85282,33.392278999999995,-111.97779609999999,3.5,8,1,Fast Food;Restaurants;Burgers
54873,HmOsUTXGc3QhRBTyL4Pmig,"""Crazy Mike's Wings""","""5350 W Bell Rd, Ste 130""",Glendale,AZ,85308,33.639390999999996,-112.1738554,4.5,53,1,Chicken Wings;American (Traditional);Fast Food;Restaurants
54883,acJewWwkFFWkIUF1SBEeqQ,"""Rincon Peruano Peruvian Restaurant""","""120 S Alma School Rd""",Mesa,AZ,85210,33.412437,-111.85715900000001,3.0,5,0,Latin American;Restaurants;Peruvian
54913,wcbue65w2R8UYF5t1W9_dA,"""Legends Sports Bar & Restaurant""","""412 S 3rd St""",Phoenix,AZ,85004,33.443909000000005,-112.070122,3.0,16,0,Restaurants;Nightlife;American (Traditional);Sports Bars;Bars
54926,bNNF6Z91L7Omfdi8QSo2_w,"""Il Terrazzo""","""6000 E Camelback Rd""",Scottsdale,AZ,85251,33.5075550518,-111.94890552,3.5,69,0,Breakfast & Brunch;Nightlife;Italian;Food;Beer;Wine & Spirits;Restaurants;Desserts;Bars
54927,KQfNXddjM-sinrmWrFiSyQ,"""Sonata's Restaurant""","""10050 N Scottsdale Rd, Ste 127""",Scottsdale,AZ,85253,33.577667600000005,-111.92776070000001,4.0,244,1,Soup;Modern European;Restaurants;Venues & Event Spaces;Salad;Event Planning & Services;Bars;Nightlife
54931,JNKb9LgYVwWGW3-Mm6o31g,"""Cravin' Donuts""","""6728 East Main St""",Mesa,AZ,85205,33.4160455,-111.6863577,3.0,19,0,Food;Restaurants;Coffee & Tea;Juice Bars & Smoothies;Breakfast & Brunch;Bubble Tea;Donuts
54941,FpNnsxD37wBfLGk6rHAO1A,"""Whataburger""","""1460 N Dysart Rd""",Avondale,AZ,85323,33.4494958022,-112.34207489,4.0,31,1,Burgers;American (Traditional);Restaurants;Fast Food
54965,VzSUgIOcyO7JmTwYDnyivQ,"""Flo's""","""15027 N Thompson Peak Pkwy""",Scottsdale,AZ,85260,33.6211202213,-111.873951123,3.5,309,1,Chinese;Restaurants
54967,euhSHOJzcYrff3B6F-okkw,"""Copper Blues""","""930 University Dr""",Tempe,AZ,85281,33.4224516373,-111.92542238,3.5,30,0,Nightlife;Pubs;Arts & Entertainment;Music Venues;Restaurants;Bars;American (New)
54989,GWnhc3MO4XjsKIpyExV--Q,"""Four Seasons Sushi Bar & Grill""","""1652 N Higley Rd""",Gilbert,AZ,85234,33.380175,-111.72438400000001,4.0,132,1,Japanese;Sushi Bars;Restaurants
54999,bINwYZHW_KUWdqAlfBh_Bw,"""Esther's Jamaican Food""","""5025 W Olive Ave""",Glendale,AZ,85302,33.56748579999999,-112.16751119999999,4.0,37,0,Restaurants;Caribbean
55011,ml6ywXGUjw0fVyqq7UEaYg,"""Salsitas 6""","""1501 N 43rd Ave""",Phoenix,AZ,85009,33.4649029,-112.15145270000001,3.0,5,1,Mexican;Restaurants
55014,Cp_wAQDPDm0MESkLvKY9yw,"""The City Cafe""","""8401 W Monroe St""",Peoria,AZ,85345,33.5763027,-112.24056570000002,5.0,9,1,Cafes;Restaurants
55025,ee5Y3CUhsgCwQIEgXOOixg,"""Palms Restaurant and Market""","""2535 E Bell Rd""",Phoenix,AZ,85032,33.6401634,-112.0271725,4.0,6,0,Mediterranean;Restaurants;Greek
